micrograph_no,brief_description,keywords,categories,system,composition,standard_codes,reaction,processing,applications,sample_preparation,technique,length_bar,further_information,contributor,organisation,image_url,image_local_path,page_url
802,"Austenitic stainless steel solution treated, water quenched then tempered","austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 18, Ni 10, Nb 1 (wt%)",,,"Solution treated 24 hours at 1300ÂºC, water quenched then tempered 150 hours at 700ÂºC",,,Reflected light microscopy,50 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000802.gif,./miclib_output/images/000802.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=802
803,"Austenitic stainless steel solution treated, water quenched then tempered","austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 18, Ni 10, Nb 1 (wt%)",,,"Solution treated 12 hours at 1250ÂºC, water quenched then tempered 24 hours at 700ÂºC",,Thin film,Transmission electron microscopy (TEM),1 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000803.gif,./miclib_output/images/000803.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=803
804,Austenitic stainless steel tempered,"austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 15, Ni 35, Mo 2.5, C 0.25 (wt%)",,,Tempered 1000 hours at 700ÂºC,,Carbon extraction replica,Scanning electron microscopy (SEM),4 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000804.gif,./miclib_output/images/000804.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=804
805,Austenitic stainless steel tempered,"austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 15, Ni 35, V 5, C 0.1 (wt%)",,,Tempered 1000 hours at 600ÂºC,,Carbon extraction replica,Scanning electron microscopy (SEM),4 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000805.gif,./miclib_output/images/000805.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=805
806,"Austenitic stainless steel water quenched then cooled, showing transformation to g in the a lamellae","austenite , stainless steel",Metal or alloy,Fe-C-X,"Fe, C 0.12, Mn 14.2, Cr 13.7",,,Water quenched from 1050ÂºC then cooled to -196ÂºC,,,Reflected light microscopy,50 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000806.gif,./miclib_output/images/000806.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=806
807,Martensitic steel solution treated and rapidly cooled with dislocation in retained autenite,"austenite , martensite",Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Solution treated and rapidly cooled,,Thin film,Transmission electron microscopy (TEM),500 nm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000807.gif,./miclib_output/images/000807.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=807
808,Martensitic steel tempered with precipitation of Mo2C,martensite,Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Solution treated and rapidly cooled,,Thin film,Transmission electron microscopy (TEM),200 nm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000808.gif,./miclib_output/images/000808.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=808
809,"Austenitic stainless steel solution treated, quenched, deformed in tension, then tempered","austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 18, Ni 10, Nb 1 (wt%)",,,"Solution treated 24 hours at 1300ÂºC, then quenched. Deformed 3% in tension, then tempered 27 hours at 700ÂºC",,Thin film,Transmission electron microscopy (TEM),1 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000809.gif,./miclib_output/images/000809.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=809
810,Ferritic steel heat treated and water quenched,ferrite,Metal or alloy,Fe-C-X,"Fe, Mn 1, S 0.02 (wt%)",,,1 hour at 1470ÂºC and water quenched,,Fracture replica,Scanning electron microscopy (SEM),1.5 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000810.gif,./miclib_output/images/000810.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=810
811,"Austenitic stainless steel rapidly cooled, fracture surface of laboratory ingot","austenite , stainless steel",Metal or alloy,Fe-C-X,"Fe, C 0.13, Ni 4, Cr 2, Mn 0.49, S 0.015 (wt%)",,,Fairly rapidly cooled,,Carbon extraction replica,Scanning electron microscopy (SEM),4 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000811.gif,./miclib_output/images/000811.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=811
812,"Austenitic stainless steel rapidly cooled, fracture surface of laboratory ingot","austenite , stainless steel",Metal or alloy,Fe-C-X,"Fe, C 0.13, Ni 4, Cr 2, Mn 0.49, S 0.015 (wt%)",,,Fairly rapidly cooled,,Carbon extraction replica,Scanning electron microscopy (SEM),4 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000812.gif,./miclib_output/images/000812.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=812
813,"Austenitic stainless steel solution treated, quenched and tempered, with M23C6 precipitate","austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 18, Ni 10, Mo 1 (wt%)",,,Solution treated 12 hours at 1250ÂºC and quenched. Tempered 24 hours at 700ÂºC.,,Thin film,Transmission electron microscopy (TEM),400 nm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000813.gif,./miclib_output/images/000813.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=813
814,"Austenitic stainless steel solution treated, quenched and tempered","austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 18, Ni 10, Nb 1 (wt%)",,,Solution treated 24 hours at 1300ÂºC then quenched. Tempered 350 hours at 700ÂºC.,,Thin film,Transmission electron microscopy (TEM),1 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000814.gif,./miclib_output/images/000814.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=814
815,"Martensitic steel, lightly rolled, with dislocations in austenite","austenite , martensite",Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Lightly rolled,,,Scanning electron microscopy (SEM),400 nm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000815.gif,./miclib_output/images/000815.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=815
816,"Austenitic stainless steel solution treated, quenched and tempered, showing M23C6 precipitate","austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 18, Ni 10, Mo 1 (wt%)",,,,,Thin film,Transmission electron microscopy (TEM),400 nm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000816.gif,./miclib_output/images/000816.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=816
817,Austenitic stainless steel tempered,"austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 15, Ni 35, Ti 5, C 0.1",,,Tempered 250 hours at 700ÂºC,,Carbon extraction replica,Scanning electron microscopy (SEM),2 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000817.gif,./miclib_output/images/000817.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=817
818,Austenitic stainless steel tempered,"austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 15, Ni 35, Nb 2.5, C 0.1 (wt%)",,,Tempered 1000 hours at 700ÂºC,,Carbon extraction replica,Scanning electron microscopy (SEM),4 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000818.gif,./miclib_output/images/000818.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=818
819,Austenitic stainless steel water quenched then deformed in impact,"austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 13.7, Mn 14.2, C 0.12 (wt%)",,,Water quenched from 1050ÂºC then deformed 20% in impact,,,Reflected light microscopy,50 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000819.gif,./miclib_output/images/000819.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=819
820,Austenitic stainless steel tempered,"austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 15, Ni 35, Nb 5, C O.1 (wt%)",,,Tempered 250 hours at 700ÂºC,,Carbon extraction replica,Scanning electron microscopy (SEM),4 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000820.gif,./miclib_output/images/000820.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=820
821,Austenitic stainless steel impact deformed at room temperature,"austenite , stainless steel",Metal or alloy,Fe-C-X,"Fe, C 1.15, Mn 13 (wt%)",,,Impact deformed at room temperature,,,Scanning electron microscopy (SEM),2.5 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000821.gif,./miclib_output/images/000821.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=821
822,Austenitic stainless steel tempered,"austenite , stainless steel",Metal or alloy,Fe-C-X,"Stainless steel with Cr 18, Ni 10, Nb 1 (wt%)",,,Tempered 5 hours at 700ÂºC,,Thin film,Transmission electron microscopy (TEM),400 nm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000822.gif,./miclib_output/images/000822.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=822
823,"Martensitic steel tempered, with dislocation helices in ferrite","ferrite , martensite",Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Tempered 20 hours at 500ÂºC,,Thin film,Transmission electron microscopy (TEM),1 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000823.gif,./miclib_output/images/000823.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=823
824,"Martensitic steel tempered, with precipitation of Mo2C in ferrite","ferrite , martensite",Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Tempered 20 hours at 600ÂºC,,Thin film,Transmission electron microscopy (TEM),1 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000824.gif,./miclib_output/images/000824.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=824
825,,,,,,,,,,,,,,,,,,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=825
826,"Austenitic stainless steel tempered, with Mo2 and M6C precipitates","austenite , stainless steel",Metal or alloy,Fe-C-X,"Fe, C 0.20, Mo 3.8, Ta 0.22 (wt%)",,,Tempered 1000 hours at 600ÂºC,,Carbon extraction replica,Scanning electron microscopy (SEM),2.5 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000826.gif,./miclib_output/images/000826.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=826
827,Martensitic steel quenched then tempered,martensite,Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Alloy quenched then tempered 90 hours at 550ÂºC,,Thin film,Transmission electron microscopy (TEM),1 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000827.gif,./miclib_output/images/000827.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=827
828,"Martensitic steel tempered, with precipitation of Mo2C on dislocations in ferrite","ferrite , martensite",Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Tempered 300 hours at 550ÂºC,,Thin film,Transmission electron microscopy (TEM),500 nm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000828.gif,./miclib_output/images/000828.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=828
829,"Martensitic steel quenched then tempered, with precipitation of Mo2C on dislocations in ferrite","ferrite , martensite",Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Tempered 300 hours at 550ÂºC,,Thin film,Transmission electron microscopy (TEM),500 nm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000829.gif,./miclib_output/images/000829.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=829
830,"Martensitic steel tempered, with precipitation of Mo2C on dislocations",martensite,Metal or alloy,Fe-C-X,"Fe, C 0.2, Mo 4 (wt%)",,,Tempered 20 hours at 600ÂºC,,Thin film,Transmission electron microscopy (TEM),2 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000830.gif,./miclib_output/images/000830.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=830
831,"Austenitic stainless steel water quenched, with a-martensite needles within lamellae","austenite , stainless steel",Metal or alloy,Fe-C-X,"Fe, C 0.12, Mn 14.2, Cr 13.7",,,Water quenched from 1050ÂºC,,Carbon replica,Scanning electron microscopy (SEM),4 μm,,Professor Sir R W K Honeycombe,"Department of Materials Science and Metallurgy, University of Cambridge",https://www.doitpoms.ac.uk/miclib/micrographs/large/000831.gif,./miclib_output/images/000831.jpg,https://www.doitpoms.ac.uk/miclib/micrograph_record.php?id=831
